Objetivos,Metas,Indicadores,Ciudad,Valor,Fuente
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.1 Ingreso laboral promedio por hora,Pereira,5.14,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.2 Ingreso laboral promedio por hora-Hombres,Pereira,5.39,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.3 Ingreso laboral promedio por hora-mujeres,Pereira,4.83,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.1 Tasa de desempleo,Pereira,11.40,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.2 Tasa de desempleo en hombres,Pereira,9.60,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.3 Tasa de desempleo en mujeres,Pereira,13.40,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.4 Tasa de desempleo juvenil,Pereira,19.50,DANE-GEIH
Objetivo8,8.6   Para el 2020 reducir sustancialmente la proporción de jóvenes sin empleo. sin educación o formación.,8.6.1.1 Porcentaje de jóvenes que de 15 a 24 años que no estudia ni trabaja,Pereira,34.40,DANE-GEIH
Objetivo8,8.7   Adoptar medidas inmediatas y eficaces para conseguir la prohibición y la eliminación de las peores formas de trabajo infantil. erradicar el trabajo forzado. y en 2025 terminar con el trabajo infantil en todas sus formas. incluyendo el reclutamiento y uso de niños como soldados.,8.7.1.1 Tasa de Trabajo infantil,Pereira,5.50,DANE-GEIH
Objetivo8,8.8   Proteger los derechos laborales y promover entornos de trabajo seguros y protegidos para todos los trabajadores. incluidos los trabajadores migrantes. en particular las mujeres migrantes y las personas con empleo precario.,8.8.8.1 Porcentaje de Ocupados que se encuentra afiliado a ARL,Pereira,45.50,DANE-GEIH
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.1 Número de sucursales bancarias por cada 100.000 habitantes,Pereira,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.2 Número de cajeros automáticos por cada 100.000 personas,Pereira,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.3 Número de corresponsales bancarios por cada 100.000 habitantes,Pereira,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.2.1 Índice de inclusión financiera (porcentaje de población adulta que cuenta con algún producto financiero),Pereira,Pendiente,Superfinanciera
Objetivo8,8.1   Sostener el crecimiento económico per cápita. de acuerdo con las circunstancias nacionales. y en particular al menos un 7 anual  del PIB en los países menos,8.1.1.1 Tasa de crecimiento anual del PIB real per cápita.,Yumbo,Pendiente,DANE (2014p)
Objetivo8,8.2   Alcanzar mayores niveles de productividad de las economías a través de la diversificación. el mejoramiento tecnológico y la innovación. en particular mediante un enfoque en sectores de alto valor agregado e intensivos en trabajo.,8.2.1.1 Tasa de crecimiento anual del PIB real por persona empleada.,Yumbo,Pendiente,DANE (2014p)
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.1 Tasa de informalidad laboral,Yumbo,47.30,DANE-GEIH
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.2 Tasa de informalidad laboral en Hombres,Yumbo,43.60,DANE-GEIH
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.3 Tasa de informalidad laboral en mujeres,Yumbo,53.50,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.1 Ingreso laboral promedio por hora,Yumbo,5.72,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.2 Ingreso laboral promedio por hora-Hombres,Yumbo,6.14,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.3 Ingreso laboral promedio por hora-mujeres,Yumbo,5.25,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.1 Tasa de desempleo,Yumbo,11.50,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.2 Tasa de desempleo en hombres,Yumbo,9.30,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.3 Tasa de desempleo en mujeres,Yumbo,14.00,DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.4 Tasa de desempleo juvenil,Yumbo,19.40,DANE-GEIH
Objetivo8,8.6   Para el 2020 reducir sustancialmente la proporción de jóvenes sin empleo. sin educación o formación.,8.6.1.1 Porcentaje de jóvenes que de 15 a 24 años que no estudia ni trabaja,Yumbo,31.00,DANE-GEIH
Objetivo8,8.7   Adoptar medidas inmediatas y eficaces para conseguir la prohibición y la eliminación de las peores formas de trabajo infantil. erradicar el trabajo forzado. y en 2025 terminar con el trabajo infantil en todas sus formas. incluyendo el reclutamiento y uso de niños como soldados.,8.7.1.1 Tasa de Trabajo infantil,Yumbo,5.80,DANE-GEIH
Objetivo8,8.8   Proteger los derechos laborales y promover entornos de trabajo seguros y protegidos para todos los trabajadores. incluidos los trabajadores migrantes. en particular las mujeres migrantes y las personas con empleo precario.,8.8.8.1 Porcentaje de Ocupados que se encuentra afiliado a ARL,Yumbo,47.60,DANE-GEIH
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.1 Número de sucursales bancarias por cada 100.000 habitantes,Yumbo,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.2 Número de cajeros automáticos por cada 100.000 personas,Yumbo,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.3 Número de corresponsales bancarios por cada 100.000 habitantes,Yumbo,Pendiente,Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.2.1 Índice de inclusión financiera (porcentaje de población adulta que cuenta con algún producto financiero),Yumbo,Pendiente,Superfinanciera
Objetivo8,8.1   Sostener el crecimiento económico per cápita. de acuerdo con las circunstancias nacionales. y en particular al menos un 7 anual  del PIB en los países menos,8.1.1.1 Tasa de crecimiento anual del PIB real per cápita.,Bucaramanga Metropolitana,"
Pendiente
",DANE (2014p)
Objetivo8,8.2   Alcanzar mayores niveles de productividad de las economías a través de la diversificación. el mejoramiento tecnológico y la innovación. en particular mediante un enfoque en sectores de alto valor agregado e intensivos en trabajo.,8.2.1.1 Tasa de crecimiento anual del PIB real por persona empleada.,Bucaramanga Metropolitana,"
Pendiente
",DANE (2014p)
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.1 Tasa de informalidad laboral,Bucaramanga Metropolitana,"55.4
",DANE-GEIH
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.2 Tasa de informalidad laboral en Hombres,Bucaramanga Metropolitana,"53.8
",DANE-GEIH
Objetivo8,8.3   Promover políticas orientadas al desarrollo para apoyar las actividades productivas. la creación de empleo decente. el emprendimiento. la creatividad y la innovación. y fomentar la formalización y crecimiento de las micro. pequeñas y medianas empresas. a través del acceso a los servicios financieros.,8.3.1.3 Tasa de informalidad laboral en mujeres,Bucaramanga Metropolitana,"
58.7
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.1 Ingreso laboral promedio por hora,Bucaramanga Metropolitana,"6.112
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.2 Ingreso laboral promedio por hora-Hombres,Bucaramanga Metropolitana,"       6.449
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.1.3 Ingreso laboral promedio por hora-mujeres,Bucaramanga Metropolitana,"      5.725
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.1 Tasa de desempleo,Bucaramanga Metropolitana,"7.9
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.2 Tasa de desempleo en hombres,Bucaramanga Metropolitana,"6.8
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.3 Tasa de desempleo en mujeres,Bucaramanga Metropolitana,"9.1
",DANE-GEIH
Objetivo8,8.5   Para 2030 lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y hombres. incluidos los jóvenes y las personas con discapacidad. y la igualdad de remuneración para el trabajo de igual valor.,8.5.2.4 Tasa de desempleo juvenil,Bucaramanga Metropolitana,"14.1
",DANE-GEIH
Objetivo8,8.6   Para el 2020 reducir sustancialmente la proporción de jóvenes sin empleo. sin educación o formación.,8.6.1.1 Porcentaje de jóvenes que de 15 a 24 años que no estudia ni trabaja,Bucaramanga Metropolitana,"
27.4
",DANE-GEIH
Objetivo8,8.7   Adoptar medidas inmediatas y eficaces para conseguir la prohibición y la eliminación de las peores formas de trabajo infantil. erradicar el trabajo forzado. y en 2025 terminar con el trabajo infantil en todas sus formas. incluyendo el reclutamiento y uso de niños como soldados.,8.7.1.1 Tasa de Trabajo infantil,Bucaramanga Metropolitana,"

5.5
",DANE-GEIH
Objetivo8,8.8   Proteger los derechos laborales y promover entornos de trabajo seguros y protegidos para todos los trabajadores. incluidos los trabajadores migrantes. en particular las mujeres migrantes y las personas con empleo precario.,8.8.8.1 Porcentaje de Ocupados que se encuentra afiliado a ARL,Bucaramanga Metropolitana,"

42.8
",DANE-GEIH
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.1 Número de sucursales bancarias por cada 100.000 habitantes,Bucaramanga Metropolitana,"
Pendiente
",Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.2 Número de cajeros automáticos por cada 100.000 personas,Bucaramanga Metropolitana,"
Pendiente
",Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.1.3 Número de corresponsales bancarios por cada 100.000 habitantes,Bucaramanga Metropolitana,"
Pendiente
",Superfinanciera
Objetivo8,8.10   Fortalecer la capacidad de las instituciones financieras locales para promover la expansión del acceso a la banca. los seguros y los servicios financieros para todos.,8.10.2.1 Índice de inclusión financiera (porcentaje de población adulta que cuenta con algún producto financiero),Bucaramanga Metropolitana,"
Pendiente
",Superfinanciera
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.1 Volumen  de pasajeros transportados,Barranquilla,No Disponible, 
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.2 Volumen  de carga transportado,Barranquilla,No Disponible, 
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.1.1 Valor Agregado Bruto por habitante,Barranquilla,Pendiente,DANE (2014p)
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.2.1 Porcentaje de ocupados que pertenecen a la industria manufacturera,Barranquilla,14.90,DANE-GEIH
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito,Barranquilla,28.80,DANE
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito y le fue aprobado,Barranquilla,85.70,DANE
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.1.1  Gasto en  Investigación y desarrollo (I + D) como porcentaje del PIB.,Barranquilla,No Disponible, 
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.2.1 Investigadores (en equivalente a tiempo completo) por millón de habitantes,Barranquilla,No Disponible, 
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet fijo por cada 1000 habitantes,Barranquilla,154.5,MINTIC
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet móvil por cada 1000 habitantes,Barranquilla,No Disponible,MINTIC
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.1 Volumen  de pasajeros transportados,Bogotá,No Disponible, 
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.2 Volumen  de carga transportado,Bogotá,No Disponible, 
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.1.1 Valor Agregado Bruto por habitante,Bogotá,"21,698,275.00",DANE (2014p)
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.2.1 Porcentaje de ocupados que pertenecen a la industria manufacturera,Bogotá,15.40,DANE-GEIH
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito,Bogotá,16.30,DANE
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito y le fue aprobado,Bogotá,87.60,DANE
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.1.1  Gasto en  Investigación y desarrollo (I + D) como porcentaje del PIB.,Bogotá,No Disponible, 
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.2.1 Investigadores (en equivalente a tiempo completo) por millón de habitantes,Bogotá,No Disponible, 
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet fijo por cada 1000 habitantes,Bogotá,194.4,MINTIC
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet móvil por cada 1000 habitantes,Bogotá,No Disponible,MINTIC
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.1 Volumen  de pasajeros transportados,Cali,No Disponible, 
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.2 Volumen  de carga transportado,Cali,No Disponible, 
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.1.1 Valor Agregado Bruto por habitante,Cali,Pendiente,DANE (2014p)
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.2.1 Porcentaje de ocupados que pertenecen a la industria manufacturera,Cali,17.70,DANE-GEIH
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito,Cali,15.60,DANE
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito y le fue aprobado,Cali,88.40,DANE
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.1.1  Gasto en  Investigación y desarrollo (I + D) como porcentaje del PIB.,Cali,No Disponible, 
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.2.1 Investigadores (en equivalente a tiempo completo) por millón de habitantes,Cali,No Disponible, 
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet fijo por cada 1000 habitantes,Cali,161.1,MINTIC
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet móvil por cada 1000 habitantes,Cali,No Disponible,MINTIC
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.1 Volumen  de pasajeros transportados,Cartagena,No Disponible, 
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.2 Volumen  de carga transportado,Cartagena,No Disponible, 
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.1.1 Valor Agregado Bruto por habitante,Cartagena,Pendiente,DANE (2014p)
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.2.1 Porcentaje de ocupados que pertenecen a la industria manufacturera,Cartagena,9.90,DANE-GEIH
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito,Cartagena,9.00,DANE
Objetivo9,9.3   Aumentar el acceso de las pequeñas empresas industriales y de otro tipo. en particular en los países en desarrollo. a los servicios financieros. incluyendo crédito asequible y su integración en las cadenas de valor y los mercados.,9.3.2.1 Porcentaje de microestablecimientos que solicitó un crédito y le fue aprobado,Cartagena,89.40,DANE
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.1.1  Gasto en  Investigación y desarrollo (I + D) como porcentaje del PIB.,Cartagena,No Disponible, 
Objetivo9,9.5   Potenciar la investigación científica. mejorar la capacidad tecnológica de los sectores industriales en todos los países. especialmente los países en desarrollo. incluyendo la promoción de la innovación en investigación y desarrollo I&D y el aumento sustancialmente el número de agentes de desarrollo por cada millón de personas  y el gasto público y privado en I+D para el año 2030.,9.5.2.1 Investigadores (en equivalente a tiempo completo) por millón de habitantes,Cartagena,No Disponible, 
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet fijo por cada 1000 habitantes,Cartagena,130.1,MINTIC
Objetivo9,c.    Para 2020 Aumentar significativamente el acceso a las TIC y luchar por ofrecer acceso universal y asequible a Internet en los países menos desarrollados,9.c.1.1 Número de suscriptores de Internet móvil por cada 1000 habitantes,Cartagena,No Disponible,MINTIC
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.1 Volumen  de pasajeros transportados,Cúcuta,No Disponible, 
Objetivo9,9.1   Desarrollar infraestructura de calidad. fiable. sostenible y resistente. incluidas la infraestructura regional y transfronteriza. para apoyar el desarrollo económico y el bienestar humano. con un enfoque en el acceso asequible y equitativo para todos.,9.1.2.2 Volumen  de carga transportado,Cúcuta,No Disponible, 
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.1.1 Valor Agregado Bruto por habitante,Cúcuta,Pendiente,DANE (2014p)
Objetivo9,9.2   Promover la industrialización incluyente y sostenible. y en 2030 aumentar de manera significativa la participación de la industria en empleo y el el PIB de acuerdo con las circunstancias nacionales. y duplicar su participación en los PMA.,9.2.2.1 Porcentaje de ocupados que pertenecen a la industria manufacturera,Cúcuta,13.60,DANE-GEIH
