Variable,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección ,Descripción del indicador ,Observaciones
07-v-027,Tasa de cobertura alcantarillado pluvial,EAAB,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide los hogares con acceso al servicio legal de alcantarillado pluvial sobre el  total de hogares,.
07-v-014,Número de suscriptores residenciales del servicio de acueducto,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el número de suscriptores residenciales del servicio de acueducto y alcantarillado ,.
07-v-015,Número de suscriptores residenciales del servicio de alcantarillado ,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,,,.
07-v-016,"Número de suscriptores (industrial, comercial, oficial, y otros) del servicio de acueducto",EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,"Mide el número de suscriptores (industrial, comercial, oficial, y otros) del servicio de acueducto y alcantarillado ",.
07-v-017,"Número de suscriptores (industrial, comercial, oficial, y otros) del servicio de alcantarillado sanitario",EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,,,.
08-ma-014,Indice de riesgo de la calidad del agua para consumo humano IRCA,EAAB,Porcentaje,Porción,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,"Es el grado de riesgo de ocurrencia de enfermedades relacionadas con el no cumplimiento de las características físicas, químicas y microbiológicas del agua para consumo humano. La Empresa de Acueducto, Alcantarillado y Aseo de Bogotá EAB-ESP tiene en cuenta los análisis realizados a las muestra recolectadas durante un mes en los puntos de muestreo concertados con la Secretaría Distrital de Salud, los cuales se consideran oficiales y representativos para realizar el control y la vigilancia de la calidad del agua que se suministra a la población.",.
07-v-018,Número de suscriptores beneficiados por la tarifa del mínimo vital ,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,,.
08-ma-015,Índice de calidad del agua,EAAB,Número,Indice de 0 a 100,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,Mide la calidad del agua en función de ofrecer todas las condiciones sanitarias para el consumo humano.,.
08-ma-041,Porcentaje de aguas residuales que reciben tratamiento de acuerdo a normas nacionales ,EAAB,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,Volumen de aguas residuales tanto industriales como domésticas que son tratadas por el Distrito en la Planta de Tratamiento de Aguas Residuales El Salitre.,.
08-ma-016,Consumo promedio de agua metros cúbicos al día ESTRATO 1,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 1 (RESIDENCIAL),.
08-ma-017,Consumo promedio de agua metros cúbicos al día ESTRATO 2,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 2 (RESIDENCIAL),.
08-ma-018,Consumo promedio de agua metros cúbicos al día ESTRATO 3,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 3 (RESIDENCIAL),.
08-ma-019,Consumo promedio de agua metros cúbicos al día ESTRATO 4,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 4 (RESIDENCIAL),.
08-ma-020,Consumo promedio de agua metros cúbicos al día ESTRATO 5,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumopromedio de agua metros cúbicos al día ESTRATO 5 (RESIDENCIAL),.
08-ma-021,Consumo promedio de agua metros cúbicos al día ESTRATO 6,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumopromedio de agua metros cúbicos al día ESTRATO 6 (RESIDENCIAL),.
08-ma-022,Consumo promedio de agua anual en metros cúbicos (residencial y no residencial),EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua anual en metros cúbicos (residencial y no residencial),.
08-ma-02,Consumo anual de agua por habitante,EAAB,Número,Metros cúbicos,8. Medio ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,El consumo per cápita se determina mediante la relación del volumen facturado año en Bogotá y la población proyectada por la Secretaría de Planeación Distrital a junio de cada año excluyendo la Localidad de Sumapaz ,.
08-ma-023,Consumo promedio de agua metros cúbicos al año residencial,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al año,.
08-ma-024,Consumo promedio de agua metros cúbicos al año no residencial,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al año,.
07-v-019,Tasa de cobertura energía eléctrica,SDHT,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,Secretaría Distrital del Hábitat,Registro administrativo,Mide los hogares con acceso al servicio legal de electricidad sobre el total hogares,.
07-v-020,Tasa de cobertura gas natural (multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de gas natural sobre el total hogares,.
07-v-021,Tasa de cobertura gas natural,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de gas natural sobre el total hogares,.
07-v-022,Tasa de cobertura de recolección de basuras,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Tasa de suscriptores residentes por localidad,.
07-v-023,Porcentaje de hogares con conexión a Internet ,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Espresa el porcentaje de hogares con conexión a internet en la ciudad. ,.
07-v-024,Porcentaje de hogares con conexión a Internet (multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Espresa el porcentaje de hogares con conexión a internet en la ciudad. ,.
07-v-025,Número de suscriptores del servicio de internet dedicado (IV Trim),DANE,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,MINTIC-SIUST,Registro Administrativo,Es el número de suscriptores del servicio de internet dedicado (IV Trim),.
07-v-026,Tasa de cobertura telefonía fija (multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de  telefonía fija sobre el  total hogares,.
10-ep-003,Numero de metros cuadrados de espacio público recuperados,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Sumatoria de metros cuadrados de espacio publico recuperados en el periodo  a través de procesos de restitución voluntaria y recuperación por hechos notorios.,.
10-ep-004,Número de metros cuadrados de espacio público restituidos voluntariamente,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"Entrega voluntaria de espacio público invadido, mediante iniciativa propia y auto-convencimiento ",.
10-ep-005,Número de metros cuadrados de espacio público restituidos por hechos notorios,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Metros cuadrados de espacio público recuperados mediante operativos de hechos notorios ,.
10-ep-001,"Metros cuadrados de espacio público efectivo por habitante(parques, plazas, plazoletas, zonas verdes)",DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"espacio público de carácter permanente conformado por zonas verdes, parques, plazas, plazoletas. Documento Conpes 3718- 2012, está compuesto por parques ecológicos distritales, Parques especiales de protección por riesgo, Parques Urbanos, Zonas de manejo y  preservación ambiental, áreas de control ambiental y de los perfiles viales adecuadas de manera permanente para actividades recreativas peatonales, Alamedas, Plazas y Plazoletas de uso público. (POT-2013)",.
10-ep-006,Espacio público verde por habitante,DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"permite medir la cantidad de espacio público verde orientado a satisfacer las necesidades de recreación, permanencia al aire libre y de encuentro, constituido además por las áreas para la conservación y preservación de los sistemas orográfic os e hídricos, los parques y las zonas verdes.",.
10-ep-007,Promedio de espacio público peatonal por habitante,DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Expresa el espacio público peatonal por habitante,.
08-ma-025,Índice de calidad hídrica en el Río Torca TRAMO 1,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Canal El Cedro, longitud 5.96 km",.
08-ma-026,Índice de calidad hídrica en el Río Torca TRAMO 2,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 2: Makro 193, longitud 7.10 km",.
08-ma-027,Índice de calidad hídrica en el Río Fucha TRAMO 1,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 1: El Delirio, longitud 1.98 km",.
08-ma-028,Índice de calidad hídrica en el Río Fucha TRAMO 2,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 2: Carrera 7 Río Fucha,longitud 7.56 km",.
08-ma-029,Índice de calidad hídrica en el Río Fucha TRAMO 3,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 3 Fucha Av de las Americas, longitud 2.74 km",.
08-ma-030,Índice de calidad hídrica en el Río Fucha TRAMO 4,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 4 Visión Colombia Zona Franca Fucha Alameda, longitud 5.03 km",.
08-ma-031,Índice de calidad hídrica en el Río Tunjuelo TRAMO 1,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Regadera, longitud 1.46 km",.
08-ma-032,Índice de calidad hídrica en el Río Tunjuelo TRAMO 2,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 2: Yomasa Doña Juana, longitud 4.10 km",.
08-ma-033,Índice de calidad hídrica en el Río Tunjuelo TRAMO 3,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 3: Doña Juana Barrio Mexico San Benito Makro Autopista Sur, longitud 14.16 km",.
08-ma-034,Índice de calidad hídrica en el Río Tunjuelo TRAMO 4,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 4. Makro Autopista Sur Transversal 86 Puente la Independencia, longitud 14.39 km",.
08-ma-035,Índice de calidad hídrica en el Río Salitre TRAMO 1,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Parque Nacional, longitud 1.31 km",.
08-ma-036,Índice de calidad hídrica en el Río Salitre TRAMO 2,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 2: Arzobispo Carrera 7 Carrera 30 Calle 53, longitud 2.31 km",.
08-ma-037,Índice de calidad hídrica en el Río Salitre TRAMO 3,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 3: Carrera 30 Calle 53 Carrefour Av 68, longitud 2.70 km",.
08-ma-038,Índice de calidad hídrica en el Río Salitre TRAMO 4,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 4 Carrefour Av 68 Transversal 91 Planta Salitre Salitre Alameda, longitud 13.45 km",.
08-ma-039,Nivel de contaminación hídrica SST transportados al Río Bogotá medidos en toneladas,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Corresponde a la cantidad de material (sólidos) que es retenido después de realizar la filtración de un volumen de agua en el río Bogotá. ,.
08-ma-040,Nivel de contaminación hídrica  DBO5 transportados el Río de Bogotá medidos en toneladas,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide la carga contaminante de materia orgánica DBO5  (Cantidad de oxigeno necesaria para descomponer biológicamente la materia orgánica carbonácea) en el agua.,.
08-ma-03,Porcentaje de aguas residuales que reciben tratamiento de acuerdo a normas nacionales ,EAAB,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,EAAB,Registro Administrativo,"Nota: En la Planta de Tratamiento de Aguas Residuales El Salitre (PTAR El Salitre) se trata en promedio un caudal aproximado de 4.0 m3/s, por lo tanto, el agua tratada corresponde a cerca del 24% de un total de 16.7m3/s de caudal promedio de aguas residuales generados por la ciudad en tiempo seco. ",.
10-ep-008,Área verde por habitante,DADEP,Tasa,Metros cuadrados por habitante,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Mide el área verde en metros cuadrados por habitante,.
08-ma-042,Número de Árboles por cada 100.000 Habitantes,Jardín Botánico de Bogotá José Celestino Mutis,Tasa,Por cada 1.000 Habitantes,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Jardín Botánico de Bogotá José Celestino Mutis,Registro Administrativo,Mide el árboles existentes en espacio público de uso público + árboles plantados - árboles talados *100 habitantes,.
08-ma-043,"Número de Km. de ríos urbanos con índice de calidad hídrica en nivel de aceptable o superior  (ríos Torca, Salitre, Fucha y Tunjuelo)",Secretaría de Ambiente,Número,Kilómetros,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide los kilomentros de ríos urbanos con índice de calidad hídrica en nivel de aceptable o superior,.
08-ma-05,Concentración de partículas PM 10 ,Secretaría de Ambiente,Número,Partículas promedio por año,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el nivel de material particulado de 10 micras presente en un área especifica de la ciudad en un momento determinado.,.
08-ma-044,Nivel de concentración media anual de partículas de polvo en 2.5 (PM2.5),Secretaría de Ambiente,Número,Partículas promedio por año,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el nivel de material particulado de 2.5 micras presente en un área especifica de la ciudad en un momento determinado.,.
08-ma-045,Número de registros legalizados de publicidad exterior visual.,Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Sumatoria de actos administrativos de registro de publicidad exterior visual en el área urbana de Bogotá ,.
08-ma-046,Contaminación Visual (Elementos de publicidad exterior visual desmontada anualmente),Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada ,.
08-ma-047,Area de metros cuadrados de elementos de publicidad exterior desmontados,Secretaría de Ambiente,Número,Metros cuadrados por habitante,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada medida en metros cuadrados,.
08-ma-048,Contaminación  Sonora (Industrial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector industrial,.
08-ma-049,Contaminación  Sonora (Comercial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector comercio,.
08-ma-050,Contaminación Sonora (Servicios),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector servicios,.
08-ma-051,Contaminación  Sonora (Residencial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector residencial,.
08-ma-052,Porcentaje de vehículos que cumplen la norma de emisión de gases.,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Expresa el porcentaje de vehiculos revisados que han cumplido con la norma ambiental de emisión de gases.,.
08-ma-053,Toneladas de Escombros controladas por año,UAESP,Número,Toneladas,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Unidad Administrativa Especial de Servicios Públicos,Corresponde a los registros de control para residuos de construcción y demolición en obras mayores a 5.000 m2 en la ciudad,,.
09-m-016,Total accidentes de tránsito,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número total de accidentes de transito occuridos durante el año de referencia. ,.
09-m-017,Tasa de morbilidad en accidentes de tránsito por cada 100.000 habitantes,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la proporcion de accidentes de transito con victimas no fatales por cada 100.000 habitantes.,.
09-m-007,Tasa de mortalidad por accidentes de tránsito,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaria de Movilidad,Registro Administrativo,"Es el número total de defunciones estimadas por accidentes de tránsito en una población total o de determinado sexo y/o edad dividido por el total de esa población, expresada por 100.000 habitantes.",.
09-m-018,Total víctimas fatales en accidentes de transito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de víctimas fatales en accidentes de transito,.
09-m-019,Tasa de morbilidad en accidentes de transito x 10.000 vehículos,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de personas lesionadas en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,.
09-m-020,Tasa de mortalidad en accidentes de transito x 10.000 vehiculos,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de victimas fatales en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,.
09-m-021,Mujeres victimas fatales de accidentes de tránsito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de mujeres víctimas fatales en accidentes de tránsito,.
09-m-022,Hombres victimas fatales de accidentes de tránsito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de hombres víctimas fatales en accidentes de tránsito,.
09-m-023,Víctimas fatales por condición (peatones),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición peatones.,.
09-m-024,Víctimas fatales por condición (motociclistas),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición motociclistas.,.
09-m-025,Víctimas fatales por condición (pasajeros),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición pasajeros.,.
09-m-026,Víctimas fatales por condición (conductores),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,IPAT (Informes policiales de Accidentes de Tránsito),Expresa el número total de victimas fatales por condición conductores.,,.
09-m-027,Víctimas fatales por condición (ciclistas),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,.
09-m-028,Número total de accidentes en el SITP,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,.
09-m-029,Número total de accidentes totales en el sistema Transmilenio.,Policía Metropolitana,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de accidentes totales con flota del SITP (Articulados, Biarticulados, Buses Padrones, Buses Zonales y Alimentadores)",.
09-m-030,Infracciones a vehículos no automotores ,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por las sigueintes infracciones: ,.
