Variable,ID,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo..Red.Cómo.Vamos.,Anillo,Capitulo..Bogotá.,Entidad.responsable,Metodo.de.recolección,Descripción.del.indicador,Observaciones,ctype
09-m-060,v9_m_060,Número total de pasajeros interurbanos transportados integrados a Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Corresponde al total de pasajeros interurbanos que utlizan Transmilenio.,.,Nu
09-m-061,v9_m_061,Promedio anual de velocidad en transporte público (km/hora).,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.,Nu
09-m-062,v9_m_062,Promedio anual de velocidad de transporte individual (taxi) (km/hora).,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.,Nu
09-m-063,v9_m_063,Promedio anual de velocidad particular (km/hora).,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.,Nu
09-m-064,v9_m_064,Velocidad promedio de recorrido en el SITP,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en el SITP,.,Nu
09-m-065,v9_m_065,Velocidad promedio de recorrido en Transmilenio,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en Transmilenio,.,Nu
09-m-066,v9_m_066,Muertes en el sistema Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",.,Nu
09-m-067,v9_m_067,Heridos en el sistema Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas No fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",.,Nu
09-m-068,v9_m_068,Cobertura de ciclo rutas,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,"Mide el número de Km de ciclorrutas, Bicicarriles y otros",.,Nu
09-m-070,v9_m_070,Cobertura Bici-carril,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número de Km de Bici-carriles,.,Nu
09-m-071,v9_m_071,"Parque automotor de transporte particular (auto, campero, camioneta)",Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado,.,Nu
09-m-072,v9_m_072,Parque automotor de transporte particular (motocicletas),Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado (motocicleta),.,Nu
09-m-073,v9_m_073,Parque automotor de transporte público,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte público registrado.,.,Nu
09-m-074,v9_m_074,Parque automotor transporte público individual (taxis amarillos),Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos que prestan el servicio de transporte público individual (taxis amarillos),.,Nu
09-m-075,v9_m_075,"Charratización buses, busetas y microbusetas",Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de buses, busetas y microbusetas chaarrizados",.,Nu
09-m-076,v9_m_076,Número de intersecciones semaforizadas,Secretaría de Movilidad,Número,Intersecciones,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de intersecciones semaforizadas en la ciudad,.,Nu
11-cr-004,v1_cr_004,Número de cupos a eventos culturales,"Secretaría de Cultura, Recreación y Deporte",Número,Cupos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de cupos ofrecidos en la realizacion de eventos culturales,  de la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos.",.,Nu
11-cr-005,v1_cr_005,Eventos culturales,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de eventos culturales realizados por las entidades que conforman el sector cultura, recreación y deporte, para el año de referencia. De la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos.",.,Nu
11-cr-006,v1_cr_006,Eventos culturales locales,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Corresponde a los eventos artísticos, culturales o de patrimonio, ofrecidos por las entidades que conforman el sector cultura, recreación y deporte de Bogotá, y cuya cobertura tiene un propósito local.",.,Nu
11-cr-007,v1_cr_007,Porcentaje de población mayor de 13 años que practica alguna actividad artística de forma habitual,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,# de personas mayores de 13 años que practican habitualmente una actividad artística/ # de encuestados,.,Nu
11-cr-008,v1_cr_008,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),.,Nu
11-cr-009,v1_cr_009,Habitantes por instalaciones deportivas públicas,"Secretaría de Cultura, Recreación y Deporte",Tasa,Habitantes por escenario,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de habitantes por instalaciones deportivas públicas,.,Nu
11-cr-010,v1_cr_010,Promedio de Libros leídos por persona al año,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de libros leídos por persona al año,.,Nu
11-cr-011,v1_cr_011,Porcentaje de personas mayores de 13 años que asistieron a obras de teatro,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a obras de teatro en el último año sobre el total de personas mayores de 12 años,.,Nu
11-cr-012,v1_cr_012,Porcentaje de personas mayores de 13 años que asistieron a presentaciones de musica en vivo,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a presentaciones de musica en vivo en el último año sobre el total de personas mayores de 12 años,.,Nu
11-cr-013,v1_cr_013,Numero de niños y niñas por biblioteca,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores entre  7 - 14 años de edad,.,Nu
11-cr-014,v1_cr_014,Número de adultos por biblioteca,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores  adultos 15 años o más,.,Nu
11-cr-015,v1_cr_015,Bibliotecas,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de bibliotecas, archivos cientificos, archivos generales, centros cientificos, hemerotecas, banco de redes de datos, centros de información, archivos artisticos y centros de documentación",.,Nu
11-cr-016,v1_cr_016,Espacios Culturales,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Mide el numero de centros culturales y artisticos, casa de cultura, salas de exposición, salones comunales, auditorios, galerias, casas de juventud, centros de información, gestión y creación cultural, centros interactivos de cuarta generación, centros polifuncionales y centros civicos",.,Nu
11-cr-017,v1_cr_017,Museos,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el numero de museos y museos de ciencia,.,Nu
11-cr-018,v1_cr_018,Salas de cine y teatro,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de salas de cine, teatros y cinematecas",.,Nu
11-cr-019,v1_cr_019,Porcentajes de personas que actualmente tiene acceso a Internet en su vivienda,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que tiene acceso a internet en su vivienda,.,Nu
11-cr-021,v1_cr_021,Porcentaje de personas que usa Internet,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que usa internet en la ciudad.,.,Nu
11-cr-022,v1_cr_022,Porcentaje de personas que practica algún deporte,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que practica algún deporte en la ciudad.,.,Nu
11-cr-023,v1_cr_023,"Porcentaje de personas que pertenece a un Club deportivo, social o de recreación","Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a un Club deportivo, social o de recreación",.,Nu
11-cr-024,v1_cr_024,"Porcentaje de personas que pertenece a una Organización artística, musical o cultural","Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a una Organización artística, musical o cultural",.,Nu
11-cr-025,v1_cr_025,Porcentaje de personas que pertenece a un Grupo o partido político,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a un Grupo o partido político,.,Nu
11-cr-026,v1_cr_026,Porcentaje de personas que pertenece a una Iglesia u organización religiosa,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece  a una Iglesia u organización religiosa,.,Nu
11-cr-027,v1_cr_027,Porcentaje de personas que pertenece a una Organización ambientalista o ecologíca,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Organización ambientalista o ecologíca,.,Nu
11-cr-028,v1_cr_028,Porcentaje de personas que pertenece a un  movimiento étnico,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece   a un  movimiento étnico,.,Nu
11-cr-029,v1_cr_029,Porcentaje de personas que pertenece a una Junta de Acción comunal,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Junta de Acción comunal,.,Nu
11-cr-030,v1_cr_030,Porcentaje de personas muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas  muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,.,Nu
11-cr-031,v1_cr_031,Porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,.,Nu
11-cr-032,v1_cr_032,Porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,.,Nu
11-cr-033,v1_cr_033,Porcentaje de personas muy satisfechas con las actividades deportivas o recreativas de su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades deportivas o recreativas en su vecindario,.,Nu
11-cr-034,v1_cr_034,Equipamientos Culturales Públicos,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,NA,.,Nu
11-cr-035,v1_cr_035,Número de parques zonales,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques zonales en la localidad. Parques entre 1 Ha y 10 Ha,.,Nu
11-cr-036,v1_cr_036,Número de parques de bolsillo,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques de bolsillo en la localidad. Area inferior a 1.000 metros cuadrados.,.,Nu
11-cr-037,v1_cr_037,Número de parques vecinales,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques vecinales de la localidad. Cubren las necesidades de los barrios.,.,Nu
11-cr-038,v1_cr_038,Personas por teatros,"Secretaría de Cultura, Recreación y Deporte",Tasa,Personas por escenario,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el porcentaje de salas de teatro en cada parte de la ciudad sobre el total,.,_
11-cr-039,v1_cr_039,Número de libros disponibles en la red pública de bibliotecas.,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el número de libros disponibles en la red pública de bibliotecas de la ciudad.,.,Nu
11-cr-040,v1_cr_040,Salas de espectáculos y concierto,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Expresa el numero total de salas de show y concierto,.,Nu
11-cr-041,v1_cr_041,Porcentaje de personas que no lee ningún libro al año,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el porcentaje de equipamientos públicos de cultura en cada parte sobre el total,.,Nu
13-gp-010,v3_gp_010,Porcentaje de personas que pagan el predial (en la vigencia),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el predial sobre el total de obligados a pagar el predial,.,Nu
13-gp-011,v3_gp_011,Porcentaje de personas que pagan el adicional del predial,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el adicional del predial sobre el total de obligados a pagar el predial,.,Nu
13-gp-012,v3_gp_012,Porcentaje de personas que pagan el predial por plazos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que lo pagan por plazos sobre el total de obligados a pagar el predial,.,Nu
13-gp-013,v3_gp_013,Porcentaje de evasión de impuesto,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar impuestos y que pagan impuestos sobre el total de obligados a pagar impuestos,.,Nu
13-gp-014,v3_gp_014,Número de contribuyentes pertenecientes al régimen común y declarantes del Impuesto de Industria y Comercio,Secretaría de Hacienda.,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el ICA,.,Nu
12-pc-018,v2_pc_018,Porcentaje de sufragantes elecciones Alcaldía Mayor,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Alcaldía Mayor,.,Nu
12-pc-019,v2_pc_019,Porcentaje de sufragantes elecciones Concejo,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Concejo,.,Nu
12-pc-020,v2_pc_020,Porcentaje de sufragantes elecciones JAL,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Junta Administradora Local,.,Nu
12-pc-021,v2_pc_021,Numero de votos totales elecciones Presidente,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Presidente,.,Nu
12-pc-022,v2_pc_022,Numero de votos totales elecciones Senado,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Senado,.,Nu
12-pc-023,v2_pc_023,Numero de votos totales elecciones Alcaldía,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número  de votos totales elecciones Alcaldía,.,Nu
12-pc-024,v2_pc_024,Numero de votos totales elecciones Concejo,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Concejo,.,Nu
13-gp-015,v3_gp_015,Población internos establecimientos de Reclusión de Bogotá EC (Est. Carcelario),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población interna recluida (por detención y prision) en las carceles de Bogotá,.,Nu
13-gp-016,v3_gp_016,Población internos establecimientos de Reclusión de Bogotá COMEB (Complejo Carcelario y Penitenciario Metropolitano ),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población masculina interna (por detención y prision) recluida en las carceles de Bogotá,.,Nu
13-gp-017,v3_gp_017,Población internos establecimientos de Reclusión de Bogotá RM (Buen Pastor),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población femenina interna (por detención y prision)  recluida en las carceles de Bogotá,.,Nu
13-gp-018,v3_gp_018,Porcentaje de servidores públicos (número de contratistas y personas naturales sobre el total de servidores públicos),"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de contratistas y personas naturales sobre el total de servidores públicos,.,Nu
13-gp-019,v3_gp_019,"Numero total de contratistas por prestación de servicios, asesoría, consultoría y servicios profesionales",Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,"Mide el numero total de contratistas por prestación de servicios, consultoría y servicios profesionales del Distrito clasificados en personas naturales.",.,Nu
13-gp-020,v3_gp_020,Número total de personal de planta de carrera administrativa.,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de planta de carrera administrativa.,.,Nu
13-gp-021,v3_gp_021,Numero total de personal de planta de libre nombramiento y remoción.,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de personal de planta de libre nombramiento y remoción.,.,Nu
13-gp-022,v3_gp_022,Porcentaje de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,.,Nu
13-gp-023,v3_gp_023,Porcentaje de servidores públicos de carrera administrativa sobre el total de servidores públicos,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de carrera administrativa sobre el total de servidores públicos,.,Nu
13-gp-024,v3_gp_024,Índice de desempeño fiscal,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide globalmente el resultado fiscal alcanzado en cada año y se encuentra en una escala de 0 a 100, donde valores cercanos a 0 reflejan bajo desempeño fiscal y valores cercanos a 100 significan que la entidad territorial logró. Se evalua el nivel de autofinanciamiento del funcionamiento, el respaldo de la deuda, la dependencia de las transferencias del Sistema General de participaciones (SGP), la importancia de los recursos propios, la magnitud de la inversión y la capacidad de ahorro.",.,Nu
13-gp-025,v3_gp_025,Ranking de desempeño fiscal,DNP,Número,Posición en el ranking,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,Mide el desempeño de las finanzas territoriales,.,Nu
13-gp-026,v3_gp_026,Índice de desempeño integral,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide la evaluación de la gestión de manera integral del distrito en la  eficacia, la eficiencia, el  cumplimiento de requisitos legales y la gestión.",.,Nu
13-gp-004,v3_gp_004,Transferencias totales como porcentaje del ingreso total,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Cálcula los ingresos corrientes sobre los ingresos totales de la Administración Central. Nota: Las cifras para los cálculos incluyen reservas presupuestales y pasivos exigibles hasta 2012, a partir de 2013 se excluyen reservas presupuestales. Ingresos Corrientes=Tributarios+No tributarios. Ingresos totales e ingresos de capital incluyen recursos del crédito. 
",.,Nu
13-gp-002,v3_gp_002,Ingresos propios como porcentaje de ingresos totales,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Cálcula los ingresos tributarios sobre los ingresos totales,.,Nu
13-gp-027,v3_gp_027,Capacidad de ahorro,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el ahorro corriente sobre el ingreso corriente,.,Nu
